评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
7.7, 中国大陆 / 中国香港, 程耳, 125分钟,359033, 程耳, 剧情, 旧社会 / 浮生如梦 / The Wasted Times, 汉语普通话 / 上海话 / 日语 / 英语, tt4623812, 2016-12-16(中国大陆),罗曼蒂克消亡史, 葛优 / 章子怡 / 浅野忠信 / 杜淳 / 钟欣潼 / 倪大红 / 赵宝刚 / 袁泉 / 闫妮 / 韩庚 / 霍思燕 / 杜江 / 王传君 / 钟汉良 / 马晓伟 / 吕行 / 乔笑笑 / 刘天阳 / 赵海涛 / 叶禾 / 周敬峰 / 杨露璐 / 松峰莉璃 / 松浦敬之 / 平田康之 / 张晓龙 / 郭晓小 / 小黑
8.0, 中国大陆, 邹静之 / 严歌苓 Geling Yan, 111分钟 / 109分钟,332616, 张艺谋, 剧情 / 爱情 / 历史, 陆犯焉识 / Coming Home, 汉语普通话, tt3125472, 2014-05-16(中国大陆) / 2014-05-20(戛纳电影节),归来, 陈道明 / 巩俐 / 张慧雯 / 郭涛 / 刘佩琦 / 祖峰 / 闫妮 / 辛柏青 / 张嘉益 / 陈小艺 / 丁嘉丽 / 李纯 / 张庭菲 / 付璐璐 / 高莹 / 王志强 / 张金元
8.6, 中国大陆, 孔大山 / 王一通, 112分钟,1011, 孔大山, 喜剧 / 科幻, 宇宙编辑部的故事 / Journey to the West, 汉语普通话, tt15072612, 2021-10-17(平遥国际影展),宇宙探索编辑部, 杨皓宇 / 艾丽娅 / 蒋奇明 / 王一通 / 盛晨晨 / 郭帆 / 龚格尔
7.7, 中国大陆, 白雪 / 林美如 / 孙妍 / 赵丹娜, 99分钟,292448, 白雪, 剧情, 分隔线 / 佩佩 / The Crossing, 汉语普通话 / 粤语, tt8875366, 2019-03-15(中国大陆) / 2018-09-08(多伦多电影节),过春天, 黄尧 / 孙阳 / 汤加文 / 倪虹洁 / 江美仪 / 廖启智 / 焦刚
7.7, 中国大陆, 王三毛 / 王磊 / 阿耐,,324531, 简川訸, 剧情 / 家庭, All is Well, 汉语普通话, tt9815726,,都挺好, 姚晨 / 倪大红 / 郭京飞 / 杨祐宁 / 李念 / 高鑫 / 高露 / 陈瑾 / 张晨光 / 王东 / 彭昱畅 / 康群智 / 侯长荣 / 田丽 / 王正权 / 红花 / 赵彦民 / 涂凌 / 石雨鑫 / 薇薇 / 李俊霆 / 王成 / 孙微木 / 岳旸 / 刘钧 / 赵千紫 / 李盟 / 范哲琛
8.7, 中国大陆, 夏妍,,7435, 冯铮 / 姜小巍 / 徐鹏, 歌舞 / 真人秀, 上潮了，小主 / 上下舞千年, 汉语普通话,,,舞千年, 乔振宇 / 张晓龙 / 胡阳 / 华宵一 / 徐明浩
7.4, 中国大陆 / 法国, 刁亦男, 113分钟 / 111分钟(电影节版),301990, 刁亦男, 剧情 / 犯罪, 野鹅塘 / 野鹅湖 / The Wild Goose Lake / 鵞鳥湖の夜, 武汉方言, tt9647768, 2019-12-06(中国大陆) / 2019-05-18(戛纳电影节),南方车站的聚会, 胡歌 / 桂纶镁 / 廖凡 / 万茜 / 奇道 / 黄觉 / 曾美慧孜 / 张奕聪 / 陈永忠 / 李志鹏 / 刘畅 / 常嘉豪 / 常嘉壮 / 陈子杰 / 邱文洋 / 汤青松 / 付小仙
7.6, 中国大陆, 管虎 / 董润年, 137分钟(中国大陆) / 140分钟(威尼斯电影节版),711235, 管虎, 剧情 / 犯罪, Mr. Six / Fading Wave, 汉语普通话, tt4701702, 2015-12-24(中国大陆) / 2015-09-09(威尼斯电影节),老炮儿, 冯小刚 / 许晴 / 张涵予 / 刘桦 / 李易峰 / 吴亦凡 / 梁静 / 白举纲 / 于和伟 / 连奕名 / 尚语贤 / 鲁诺 / 管宗祥 / 尹力 / 余皑磊 / 宁浩 / 江珊 / 张译 / 郭京飞 / 张鲁一 / 赵毅 / 梁天 / 张一山 / 王俊凯 / 王源 / 易烊千玺 / 巴图
6.8, 中国大陆,,,4603,, 音乐 / 歌舞 / 真人秀, 2021B站跨年晚会 / 2021最美的夜BILIBIL跨年晚会, 汉语普通话,, 2021-12-31(中国大陆),2021最美的夜bilibili晚会, 陈铭 / 谢楠 / 杭州爱乐乐团 / 上海歌剧院合唱团 / 马克西姆·姆尔维察 / 李延亮 / 郭森 / 曾小敏 / 倪九涛 / 陶阳 / 阿云嘎 / 阿肆 / 杨魏玲花 / 曾毅 / 冯提莫 / 郭采洁 / 刘瑾睿 / 杨默依 / 郁一凡 / 余梓桾 / 张子薇 / 郑闯 / 朱恩池 / 郭顶 / 黄霄雲 / 梁汉文 / 莫西子诗 / 许嵩 / 薛之谦 / 叶音 / 张博 / 周深 / 张晚意 / 对比度人生乐团 / 二十四伎乐 / 国风喵喵咪 / 鼓手万万 / 墨韵 / 潘杭苇 / 一枚爱唱歌的蛋 / 艺萱二胡 / 在下河伯 / icon / 刘青松 / 魏博涵 / 刘嘉裕 / 孙权 / 沙一汀 / 钟祺 / 赵辰龙 / 白鲨乐队 / 棱镜乐队 / 蔡力豪 / 刘添祺 / 汪世伟 / 吴峥 / 杨桐 / 张雨晴 / 张艺兴
8.3, 中国大陆, 吴天明 / 罗雪莹 / 肖江虹, 108分钟,275669, 吴天明, 剧情 / 音乐, Song of the Phoenix, 汉语普通话, tt3214392, 2016-05-06(中国大陆) / 2017-04-20(中国大陆重映) / 2013-09-25(金鸡百花电影节),百鸟朝凤, 陶泽如 / 李岷城 / 嵇波 / 胡先煦 / 郑伟 / 迟蓬 / 袁中方 / 墨阳 / 张喜前 / 谭群 / 王长玲 / 周天羽 / 张双成 / 许还山
6.3, 中国大陆, 李洁 / 赵天宇, 120分钟,50593, 赵天宇, 剧情 / 家庭, All About My Mother, 汉语普通话, tt13649566, 2021-09-19(中国大陆),关于我妈的一切, 徐帆 / 张婧仪 / 许亚军 / 张歆艺 / 陈明昊 / 吴彦姝 / 李程彬 / 韩云云 / 赵晓苏
7.2, 中国大陆, 李亘, 108分钟,8531, 李亘, 剧情, 渊野边 / Before Next Spring, 汉语普通话 / 日语, tt14891930, 2022-03-11(中国大陆) / 2021-07-02(远东电影节),如果有一天我将会离开你, 齐溪 / 谢承泽 / 牛超 / 邱天 / 宋宁峰 / 陈永忠 / 张艾嘉 / 松本淳子 / 大槻修治 / 今本洋子
7.2, 中国大陆, 韩延, 132分钟,512745, 韩延, 剧情 / 动作 / 冒险, 赌博默示录中国版 / Animal World, 汉语普通话 / 英语, tt7946836, 2018-06-29(中国大陆),动物世界, 李易峰 / 迈克尔·道格拉斯 / 周冬雨 / 曹炳琨 / 王戈 / 苏可
8.8, 中国大陆, 袁克平 / 唐尧 / 阿耐,,214714, 孔笙 / 黄伟, 剧情, 大江东去 / Like a Flowing River, 汉语普通话, tt9437032,,大江大河, 王凯 / 杨烁 / 董子健 / 童瑶 / 杨立新 / 周放 / 田雷 / 赵达 / 王永泉 / 赵阳 / 王宏 / 施诗 / 练练 / 吴其江 / 胡耘豪 / 王鑫 / 李保安 / 钱洁 / 李克伟 / 陈小妹 / 吴国华 / 赵蕴卓 / 鞠帛展 / 冯晖 / 赵君 / 宋家腾 / 卜宇鑫 / 周瑞 / 贾媛媛 / 苏小明 / 郭虹 / 任帅 / 郭广平 / 王瑞子 / 朱铁 / 李威 / 佟国强 / 任正斌 / 王旭峰 / 吕昀峰 / 李晨涛 / 孙浩涪 / 王双宝
8.1, 中国大陆, 胡波, 234分钟(导演剪辑版),170100, 胡波, 剧情, 金羊毛 / 爱在樱花盛开时 / An Elephant Sitting Still, 汉语普通话, tt8020896, 2018-02-16(柏林电影节) / 2019-11-02(日本),大象席地而坐, 彭昱畅 / 章宇 / 王玉雯 / 李丛喜 / 董向荣 / 王柠 / 赵燕国彰 / 朱颜曼滋 / 凌正辉 / 王超北 / 王雪洋
7.6, 中国大陆 / 法国 / 日本, 贾樟柯, 137分钟(中国大陆) / 141分钟,269328, 贾樟柯, 爱情 / 犯罪, 金钱与爱情 / 灰烬是最洁白的 / Ash is Purest White / Money & Love, 汉语普通话 / 山西方言 / 湖北方言 / 重庆方言, tt7298400, 2018-09-21(中国大陆) / 2018-05-11(戛纳电影节),江湖儿女, 赵涛 / 廖凡 / 徐峥 / 梁嘉艳 / 刁亦男 / 张一白 / 丁嘉丽 / 张译 / 董子健 / 李宣 / 查娜 / 冯家妹 / 康亢 / 张晓军 / 柳敏 / 王谭 / 原文倩
8.8, 中国大陆, 林魂 / 十七,,112338, 林魂, 动作 / 动画 / 奇幻, Fog hills of five elements, 汉语普通话, tt12953630,,雾山五行, 郭盛 / 郝祥海 / 叶知秋 / 常蓉珊 / 藤新 / 阎么么 / 刘琮 / 宝木中阳 / 陈喆 / 邢凯新 / 图特哈蒙
7.7, 中国大陆 / 中国香港, 黄建新 / 李杨 / 徐克 / 吴兵 / 董哲 / 林启安, 143分钟,364703, 徐克, 剧情 / 动作 / 战争 / 冒险, 智取威虎山3D / 林海雪原3D / The Taking of Tiger Mountain / Tracks in The Snowy Forest, 汉语普通话 / 英语, tt3950078, 2014-12-23(中国大陆) / 2020-07-24(中国大陆重映),智取威虎山, 张涵予 / 梁家辉 / 林更新 / 余男 / 佟丽娅 / 韩庚 / 陈晓 / 谢苗 / 吴旭东 / 杜奕衡 / 海一天 / 张立 / 释彦能 / 孙蛟龙 / 程思寒 / 元武 / 肖轶 / 王尧 / 杨一威 / 苏翊鸣
6.4, 中国大陆, 孙小杭 / 董润年 / 吴楠 / 刘晓丹 / 潘依然, 116分钟,642093, 宁浩, 喜剧 / 科幻, Crazy Alien, 汉语普通话 / 英语, tt6660238, 2019-02-05(中国大陆),疯狂的外星人, 黄渤 / 沈腾 / 汤姆·派福瑞 / 马修·莫里森 / 徐峥 / 于和伟 / 雷佳音 / 刘桦 / 邓飞 / 蔡明凯 / 王戈 / 凯特·纳尔逊 / 王砚伟 / 呲路
6.2, 中国大陆, 余欣, 119分钟,136175, 李霄峰, 剧情 / 爱情 / 犯罪, 重回西园码头 / 重返西园码头 / Back to the Wharf, 汉语普通话, tt11306684, 2020-11-06(中国大陆) / 2020-07-29(上海电影节),风平浪静, 章宇 / 宋佳 / 王砚辉 / 李鸿其 / 邓恩熙 / 周政杰 / 陈瑾 / 张建亚 / 叶青 / 高宇航 / 赵龙豪 / 丁冠中 / 林津锋
6.0, 中国大陆, 张少初 / 邢文雄 / 易小星, 103分钟,284751, 易小星, 喜剧, Bath Buddy, 汉语普通话, tt13347818, 2020-12-11(中国大陆),沐浴之王, 彭昱畅 / 乔杉 / 卜冠今 / 苇青 / 金世佳 / 洪剑涛 / 房子斌 / 张本煜 / 黄垲翔 / 朱时茂 / 沈南 / 桑平 / 白客 / 柯达 / 刘循子墨 / 巴多 / 孔连顺 / 李建义
5.3, 中国大陆, 张家鲁 / 翦以玟, 120分钟,175270, 李蔚然, 奇幻, 阴阳师 / 阴阳师电影版 / The YinYang Master, 汉语普通话, tt12151820, 2021-02-12(中国大陆),侍神令, 陈坤 / 周迅 / 陈伟霆 / 屈楚萧 / 王丽坤 / 沈月 / 王紫璇 / 王悦伊 / 孙红雷 / 艾米 / 储镒恬 / 李逸男 / 张子贤 / 伊然 / 柳文欢 / 王翔 / 吴鑫尊 / 陈馨妍 / 娄清 / 白云 / 何涌生 / 刘若谷 / 张双利 / 彭艺博
8.8, 中国大陆,, 105分钟,152316, 陆庆屹, 纪录片 / 家庭, Four Springs, 贵州独山话, tt7124742, 2019-01-04(中国大陆) / 2017-12-30(UCCA艺术放映) / 2018-07-23(FIRST青年影展),四个春天, 陆运坤 / 李桂贤 / 陆庆伟 / 陆庆松 / 陆庆屹
6.1, 中国香港 / 中国大陆, 刘浩良 / 洪亮, 95分钟,238454, 刘浩良, 剧情 / 动作 / 犯罪, 限期破案 / Caught in Time / Caught on Time / A Penny, 粤语 / 汉语普通话, tt9877138, 2020-11-20(中国大陆),除暴, 王千源 / 吴彦祖 / 春夏 / 卫诗雅 / 大力 / 于笑 / 胡子程 / 李晓川 / 洪浚嘉 / 纪焕博 / 庞雨浓 / 答有为 / 鲍起静 / 尤勇智 / 王超北 / 胡晨曦
2.8, 中国大陆, 焦婷婷 / 书海沧生, 104分钟,33571, 赵非, 剧情 / 爱情, 十年一品温如言电影版 / Ten Years of Loving You, 汉语普通话, tt17023780, 2022-02-14(中国大陆),十年一品温如言, 丁禹兮 / 任敏 / 李泽锋 / 王川 / 许童心 / 丁楠 / 漆昱辰 / 辛云来 / 陈莹 / 陆诗雨 / 朱宏嘉 / 李宜娟 / 陶慧敏
8.7, 中国大陆, 李杨, 95分钟 / 103分钟(DVD),154640, 李杨, 剧情 / 犯罪, 回家路 / Blind Mountain, 四川话 / 陕西话, tt1020972, 2007-10-25(中国香港) / 2007-05-20(戛纳电影节),盲山, 黄璐 / 杨幼安 / 贺运乐 / 张玉玲 / 张友平 / 李杨
6.0, 中国大陆, 柏邦妮 / 蔡一玛 / 杨晓慧 / 侯颖,,32815, 刘俊杰, 爱情, 往后余生 / Because of Love, 汉语普通话, tt17322684,,今生有你, 钟汉良 / 李小冉 / 王阳 / 田蕾希 / 张晨光 / 王骁 / 米可 / 范诗然 / 战宇 / 陈天明 / 秦鸣悦 / 古斌 / 刘大为 / 许文广 / 严晓频
7.5, 中国大陆, 甘大勇 / 彭懿 / 李海燕 / 赵易 / 冯云 / 蒋玉娟 / 杨海林 / 林豆子工作室 / 刘毛宁 / 刘洵, 83分钟,1595, 兰茜雅 / 李念泽 / 赵易 / 俞昆 / 刘高翔 / 刘毛宁 / 陈晨, 动画 / 家庭 / 儿童, To the Bright Side, 汉语普通话, tt14766236, 2022-01-15(中国大陆) / 2021-09-21(北京国际电影节),向着明亮那方, 朱悦嘉 / 王诗懿 / 于小芙 / 贾邱 / 张金玲 / 朱彦潼 / 金娜 / 陈婷婷 / 戴海嘉 / 萧翟 / 邹风沁 / 李翔 / 苏亦菲 / 刘正宇 / 赵奔 / 蔡婕琳 / 彭师欣 / 衍予 / 杨启斌 / 杨子皓 / 梁以恒 / 刘舜 / 易卓志 / 于洪超 / 孙根庆 / 焦敬阁 / 王凯 / 邹亮 / 何向东 / 陆天成 / 张昱 / 杨鸥 / 杜晴晴 / 吴思禹 / 李倩 / 魏思芸 / 刘毛宁 / 张宇轩 / 王芮 / 徐冲 / 朱依东 / 张理 / 彭崇富 / 李敏 / 冯九兰
8.7, 中国大陆, 思芜, 93分钟,104770, 霍建起, 剧情 / 家庭, 那山、那人、那狗 / 那山，那人，那狗 / Postmen In The Mountains, 汉语普通话, tt0210916, 1999(中国大陆) / 2001-04-07(日本),那山那人那狗, 滕汝骏 / 刘烨 / 赵秀丽 / 陈好 / 龚业珩 / 党浩予
8.2, 中国大陆, 李嘉 / 雷博 / 杨柳依 / 孙双润 / 张嘉运 / 林若君,,25513, 张晓波, 剧情 / 运动,, 汉语普通话, tt17322648,,超越, 李庚希 / 胡军 / 沙溢 / 涂松岩 / 马丽 / 梅婷 / 童瑶 / 萨日娜 / 张国强 / 赵珈琪 / 王自健 / 王天辰 / 侯雯元 / 王骁 / 高至霆 / 刘奕铁 / 朱嘉琦 / 陈美伊 / 陈雨贤 / 李沐子 / 许沁 / 廖银玥 / 李金江 / 刘德熙
5.8, 中国大陆, 李蒙彦 / 周姝 / 杭笑,,24027, 沙维琪 / 李才 Cai Li, 剧情 / 爱情 / 运动, To Fly with You, 汉语普通话,,,陪你逐风飞翔, 宋祖儿 / 王安宇 / 徐洋 / 夏梦 / 李浩菲 / 付伟伦 / 苗圃
6.8, 中国大陆, 韩寒, 102分钟,542420, 韩寒, 剧情 / 喜剧, Duckweed, 汉语普通话, tt6461514, 2017-01-28(中国大陆),乘风破浪, 邓超 / 彭于晏 / 赵丽颖 / 董子健 / 金士杰 / 易小星 / 张本煜 / 李荣浩 / 高华阳 / 李淳 / 孙伊涵 / 熊黎 / 李春嫒 / 潘米 / 小马达 / 金毛期期 / 孙启恒 / 孙强 / 彭菲茗 / 贾川西 / 张国庆 / 程诚 / 白珞力 / 方励 / 郭佳杰 / 冷海铭
4.8, 中国大陆, 胡小帅 / 言内,,36333, 陈畅, 剧情 / 爱情,, 汉语普通话,,,良言写意, 罗云熙 / 程潇 / 季肖冰 / 田依桐 / 高寒 / 李佳洁 / 管梓净
8.6, 中国大陆, 李唯 / 张贤亮, 99分钟,24726, 黄建新, 剧情 / 喜剧, 黑砲事件 / The Black Cannon Incident, 汉语普通话 / 德语 / 英语, tt0091190, 1986(中国大陆),黑炮事件, 刘子枫 / 盖尔哈德·奥尔谢夫斯基 / 高明 / 杨亚洲 / 汪漪 / 杨凤良 / 王北龙 / 赵秀玲 / 戈辉 / 谢炜
6.6, 中国大陆, 刘翔 / 龙也, 107分钟,76686, 刘翔, 喜剧 / 悬疑, 眼见为虚 / Knock Knock, 汉语普通话, tt15554682, 2021-10-22(中国大陆) / 2021-09-26(北京国际电影节),不速来客, 范伟 / 窦骁 / 张颂文 / 朱珠 / 梁超 / 胡明 / 高尚 / 蔡鹭
8.0, 中国大陆, 里则林,,164994, 张一白 / 韩琰 / 李炳强, 喜剧, 疯犬少年的天空 / Run For Young, 汉语普通话, tt11502620,,风犬少年的天空, 彭昱畅 / 张婧仪 / 梁靖康 / 周依然 / 张宥浩 / 郭丞 / 周游 / 黄觉 / 曹卫宇 / 梁静 / 刘仪伟 / 宁浩 / 张一白 / 汪启楠 / 周楚濋 / 涂凌 / 果靖霖 / 熊睿玲 / 徐梓钧 / 吴骦伊 / 冯一杰 / 苏子珊 / 里则林
6.6, 中国大陆, 张英姬,,259120, 张晓波, 剧情 / 家庭, Nothing But Thirty, 汉语普通话, tt11357970,,三十而已, 江疏影 / 童瑶 / 杨玏 / 毛晓彤 / 李泽锋 / 杨立新 / 马志威 / 晏紫东 / 王自健 / 毛毅 / 周澄奥 / 高海宁 / 张月 / 陈天雨 / 宋哲为 / 关晓彤 / 卜冠今 / 李庚希 / 董思怡 / 吴冕 / 徐敏 / 田岷 / 蔡纲 / 江柏萱 / 戴娇倩 / 杨新鸣 / 红花 / 柳珊 / 贾顺治 / 余骁睿 / 康可人 / 杨雨婷 / 杨壹童 / 张彤 / 上官瞳 / 田瑞 / 蔡蝶 / 韩姝妹 / 蒋昌建 / 郑晓钟 / 傅淼 / 田依桐 / 卫莱 / 张书弘 / 谢承颖 / 杨柳青 / 白茹 / 罗俪馨 / 尹菲菲 / 茹天 / 王潇淇 / 王仁君 / 大力 / 张静静 / 艾佳妮 / 金晖 / 张璐瑶 / 徐晟 / 徐风 / 赵千紫
7.6, 中国大陆, 吴长风, 100分钟,7181, 薛锦胜 / 阮志豪, 动作 / 动画 / 武侠,, 汉语普通话,, 2022-02-01(中国大陆),枕刀歌之尘世行, 藤新 / 赵恩余 / 叶清 / 黎泓和 / 张艺 / 吴楚越 / 图特哈蒙 / 林强 / 史泽鲲 / 林柏青 / 巴赫 / 路扬 / 言浩 / 张振 / 杨谦 / 周晓栋 / 郭皓 / 李仁铜
7.4, 中国大陆,,,19916, 陈平, 爱情 / 真人秀,, 汉语普通话,,,半熟恋人, 景甜 / 唐艺昕 / 王彦霖 / 王子文 / 谢楠 / 薛兆丰
7.5, 中国大陆, 黄梓, 108分钟 / 110分钟(FIRST青年影展),33649, 黄梓, 剧情 / 家庭, 慕伶，一鸣，伟明 / All About ING, 粤语 / 汉语普通话, tt10488406, 2021-01-22(中国大陆) / 2019-07-23(FIRST青年影展),小伟, 彭杏英 / 薛立贤 / 高翰文 / 郭尔君 / 钟雨伦 / 顾定轩
7.4, 中国大陆 / 日本, 鹏飞, 100分钟,34619, 鹏飞, 剧情, 再会の奈良 / Tracing Her Shadow / Seeing Nara Again, 汉语普通话 / 日语, tt11322786, 2021-03-19(中国大陆) / 2020-07-31(上海电影节),又见奈良, 吴彦姝 / 英泽 / 国村隼 / 永濑正敏 / 鹏飞 / 张巍 / 秋山真太郎
9.1, 中国大陆, 伊明 / 林海音, 88分钟,100693, 吴贻弓, 剧情, My Memories of Old Beijing / South of the old, 汉语普通话, tt0085326, 1983,城南旧事, 沈洁 / 张丰毅 / 张闽 / 郑振瑶 / 严翔
3.5, 中国香港 / 中国大陆, 王晶, 114分钟,25327, 王晶 / 姜国民, 动作 / 武侠 / 古装, 新倚天屠龙记上 / New Kung Fu Cult Master Ⅰ, 汉语普通话, tt12292314, 2022-01-31(中国大陆网络),倚天屠龙记之九阳神功, 甄子丹 / 古天乐 / 林峯 / 文咏珊 / 云千千 / 邱意浓 / 徐锦江 / 方中信 / 黄浩然 / 梁琤 / 朱晨丽 / 林子聪 / 骆应钧 / 常钰词 / 陆烟 / 樊少皇
8.2, 中国大陆 / 法国, 文晏, 107分钟,260820, 文晏, 剧情, Angels Wear White, 汉语普通话, tt7205208, 2017-11-24(中国大陆) / 2017-09-07(威尼斯电影节),嘉年华, 文淇 / 周美君 / 史可 / 耿乐 / 刘威葳 / 彭静 / 王栎鑫 / 李梦男 / 蒋欣悦 / 陈竹昇
8.9, 中国大陆, 宋坤儒 / 李牧, 98分钟,33692, 宋坤儒, 纪录片, Remembering 1950, 汉语普通话, tt15386758, 2021-09-03(中国大陆),1950他们正年轻, 任红举 / 周有春 / 马世勋 / 周继成 / 薛英杰 / 汤重稀 / 包月禄 / 王贯三 / 郭瑞铮 / 雍卫太 / 李维波 / 王仁山 / 谈学贤 / 叶发坤 / 孙德山 / 唐章洪 / 那启明 / 林炳远 / 金东辉 / 刘素谦 / 熊朝瑞 / 白清林 / 易如元 / 周全弟 / 尹志云 / 叶士礼
5.6, 中国大陆, 王小帅 / 杨翌舒 / 染白 / 陈萧含 / 王静华,,67470, 王小帅 / 花箐, 悬疑 / 家庭 / 犯罪, The Pavilion, 汉语普通话, tt15654022,,八角亭谜雾, 段奕宏 / 郝蕾 / 祖峰 / 吴越 / 邢岷山 / 白宇帆 / 米拉 / 李煜 / 迟嘉 / 屠芷莹 / 温峥嵘 / 艾丽娅 / 王子子 / 赵燕国彰 / 陶红 / 翟子路 / 戴军 / 黄小蕾 / 傅亨 / 徐程 / 王小帅
7.9, 中国大陆, 金增辉 / 李欣雨,,26349, 伍镇焯 / 王裕仁, 动画 / 奇幻 / 武侠, 凡人修仙传：风起天南, 汉语普通话,,,凡人修仙传, 钱文青 / 杨天翔 / 杨默 / 歪歪 / 谷江山 / 乔诗语 / 佟心竹
7.7, 中国大陆, 丁晟, 106分钟,378571, 丁晟, 剧情 / 犯罪, 最强对手 / Saving Mr. Wu, 汉语普通话, tt4819560, 2015-09-30(中国大陆) / 2015-09-26(丝绸之路电影节),解救吾先生, 刘德华 / 刘烨 / 王千源 / 吴若甫 / 林雪 / 赵小锐 / 李梦 / 蔡鹭 / 陆彭 / 余皑磊 / 郭洺宇
7.2, 中国大陆 / 中国香港, 李威 / 张艺谋, 116分钟,541662, 张艺谋, 剧情 / 动作 / 武侠 / 古装, 三国·荆州 / 荆州保卫战 / Shadow, 汉语普通话, tt6864046, 2018-09-30(中国大陆) / 2018-09-06(威尼斯电影节),影, 邓超 / 孙俪 / 郑恺 / 王千源 / 王景春 / 胡军 / 关晓彤 / 吴磊 / 封柏
5.9, 中国大陆, 牛红亮 / 何而, 90分钟,2163, 曾靖雄 / 邹燚, 动画 / 冒险," 镖师虎墩 / 虎墩小镖师 / Run, Tiger Run!", 汉语普通话 / 粤语, tt17639060, 2022-02-01(中国大陆),小虎墩大英雄, 张健儒 / 沈念慈 / 梁达伟 / 邹亮 / 陈诗 / 苏翼 / 孟祥龙 / 王肖兵 / 胡艺 / 李洋 / 张天雄 / 李程远 / 唐雅菁 / 黄贤骏 / 郜晓雨 / 李卓霆 / 潘丹妮 / 曹琦敏
6.7, 中国大陆 / 中国香港, 袁锦麟, 118分钟,490568, 许诚毅, 喜剧 / 奇幻 / 古装, 聊斋之宅妖 / 聊斋之捉妖记 / Monster Hunt, 汉语普通话, tt3781476, 2015-07-16(中国大陆),捉妖记, 白百何 / 井柏然 / 姜武 / 金燕玲 / 钟汉良 / 曾志伟 / 吴君如 / 汤唯 / 姚晨 / 闫妮 / 保剑锋 / 王栎鑫 / 郭晓东 / 李菁菁 / 田雨橙 / 张悦轩
6.2, 中国大陆, 赵秉昊 / 王一诺 / 温仕培 / 诺亚·道森, 95分钟,82582, 温仕培, 剧情 / 悬疑 / 犯罪, 犯罪概率 / Are You Lonesome Tonight？, 汉语普通话, tt8519380, 2021-06-12(中国大陆) / 2021-07-11(戛纳电影节),热带往事, 彭于晏 / 张艾嘉 / 王砚辉 / 章宇 / 姜珮瑶 / 芦鑫 / 陈永忠 / 邓飞
6.5, 中国大陆, 张冀 / 周运海, 97分钟,255899, 许宏宇, 剧情 / 喜剧, Coffee or Tea?, 汉语普通话, tt12740326, 2020-10-04(中国大陆),一点就到家, 刘昊然 / 彭昱畅 / 尹昉 / 谭卓 / 张琪 / 李佳琦 / 西文 / 陈瑞生
3.8, 中国大陆 / 中国香港, 王晶, 113分钟,15688, 王晶 / 姜国民, 动作 / 武侠 / 古装, 新倚天屠龙记下 / New Kung Fu Cult Master Ⅱ, 汉语普通话,, 2022-02-03(中国大陆网络),倚天屠龙记之圣火雄风, 林峯 / 文咏珊 / 云千千 / 邱意浓 / 徐锦江 / 方中信 / 黄浩然 / 梁琤 / 林子聪 / 骆应钧 / 陈紫函
8.4, 中国大陆, 王大为, 85分钟,171636, 常光希, 动画 / 奇幻 / 冒险, Lotus Lantern, 汉语普通话, tt0262264, 1999-07-30(中国大陆),宝莲灯, 姜文 / 徐帆 / 宁静 / 陈佩斯 / 崔杰 / 丁嘉丽 / 江平 / 雷恪生 / 梁天 / 马精武 / 马羚 / 马晓晴
7.8, 中国大陆, 李睿珺, 133分钟,1918, 李睿珺, 剧情, Return to Dust, 甘肃方言 / 汉语普通话, tt17097088, 2022-02-13(柏林电影节),隐入尘烟, 武仁林 / 海清 / 杨光锐 / 武赟志 / 李生甫 / 张敏
7.5, 中国大陆, 胡娜 / 林雅婷,,323492, 尹涛, 爱情 / 悬疑 / 古装, Under the Power, 汉语普通话, tt11482096,,锦衣之下, 任嘉伦 / 谭松韵 / 韩栋 / 叶青 / 姚奕辰 / 路宏 / 韩承羽 / 习雪 / 李亭哲 / 丁勇岱 / 刘威 / 李诚儒 / 李勤勤 / 郭晓峰
7.8, 中国大陆, 不思凡, 95分钟,338142, 不思凡, 喜剧 / 动画 / 奇幻 / 冒险, 大护法之黑花生 / Dahufa, 汉语普通话, tt7146054, 2017-07-13(中国大陆),大护法, 小连杀 / 图特哈蒙 / 金士杰 / 幽舞越山 / 李佳怡 / 李兰陵 / 郭盛 / 叶知秋 / 佟心竹 / 邢凯新 / 藤新 / 郝祥海
